Product ID,SKU,Product Name,Category,Scale,Price Incl GST (₹),Base Price Excl GST (₹),GST Rate (%),HSN Code,MRP (₹),Discount (%),Stock (Units),Availability,Drivetrain,Top Speed,Motor Type,Battery Pack,Remote / Control,Dimensions,Weight,Age Group,Video Link,Primary Image URL,Gallery Images Count,Short Description,Full Technical Description
253,32JJ85POR-R,1:32 DC Porsche,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
254,32JJ281BM-B,1:32 DC Bugatti Mistral,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
255,32JJ84FERRA-B,1:32 DC Ferrari Sports,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
256,32JJ84FERRA-R,1:32 DC Ferrari Sports,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
257,32JJ83BMW-B,1:32 DC BMW,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,1 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
258,32JJ83BMW-W,1:32 DC BMW,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,1 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
259,32JJ82BUGG-G,1:32 DC Bugatti Divo,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
260,32JJ278MB-B,1:32 DC Mercedes-Benz,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
261,32JJ278MB-R,1:32 DC Mercedes-Benz,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
262,32JJ81AU-B,1:32 DC Audi,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
263,32JJ81AU-W,1:32 DC Audi,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
264,32JJ276BM-R,1:32 DC BMWX5,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
265,32JJ276BM-Bu,1:32 DC BMWX5,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
266,32JJ276BM-Y,1:32 DC BMWX5,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
267,32JJ80HJR-W,1:32 DC Herdsman Jeep Rubican,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
268,32JJ80HJR-Y,1:32 DC Herdsman Jeep Rubican,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
269,32JJ274KG-B,1:32 DC Koenigsager-Gemini,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
270,32JJ274KG-G,1:32 DC Koenigsager-Gemini,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
271,32JJ274KG-Gy,1:32 DC Koenigsager-Gemini,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
272,32JJ79MB-B,1:32 DC Mercedes Benz,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
273,32JJ79MB-W,1:32 DC Mercedes Benz,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
274,32JJ340TE-B,1:32 DC Tesla,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
275,32JJ340TE-BU,1:32 DC Tesla,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
276,32JJ340TE-W,1:32 DC Tesla,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
277,32JJ338MB-G,1:32 DC Mercedes Benz 300SL,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
278,32JJ338MB-B,1:32 DC Mercedes Benz 300SL,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
279,32JJ337LC-W,1:32 DC Land Cruiser LC300,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
280,32JJ279RR-Y,1:32 DC Rolls Royce,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
281,32JJ332MAS-Bu,1:32 DC Maserati MC20,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
282,32JJ332MAS-W,1:32 DC Maserati MC20,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
283,32JJ332MAS-Y,1:32 DC Maserati MC20,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
284,32JJ206LR-Bu,1:32 Land Rover Collectible Model,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
285,32JJ207LR-R,1:32 Range Rover Collectible Model,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
286,32JJ207LR-W,1:32 Range Rover Collectible Model,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
287,32JJ240TC-B,1:32 DC Tesla Cybertruck,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
288,32JJ240TC-G,1:32 DC Tesla Cybertruck,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
289,32JJ240TC-Gr,1:32 DC Tesla Cybertruck,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
290,32JJ245APP-R,1:32 DC Apollo EVO Sports,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,1 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
291,32JJ245APP-B,1:32 DC Apollo EVO Sports,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.5 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
292,32JJ245APP-O,1:32 DC Apollo EVO Sports,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.5 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
